,edges,edge_labels,query_edge,query_label
43766,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43767,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'NTPPI', 'TPPI', 'TPPI']","(0, 4)",NTPPI
43768,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43769,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43770,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'NTPPI', 'EQ']","(0, 4)",NTPPI
43771,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'NTPPI', 'TPPI', 'TPPI']","(0, 4)",NTPPI
43772,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'TPPI', 'EQ', 'EQ']","(0, 4)",NTPPI
43773,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'EQ']","(0, 4)",NTPPI
43774,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'TPPI', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43775,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'TPPI', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43776,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'TPPI', 'NTPPI', 'TPPI']","(0, 4)",NTPPI
43777,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43778,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'NTPPI', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43779,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'TPPI']","(0, 4)",NTPPI
43780,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'TPPI', 'EQ', 'TPPI']","(0, 4)",NTPPI
43781,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43782,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'NTPPI', 'EQ']","(0, 4)",NTPPI
43783,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'NTPPI', 'EQ']","(0, 4)",NTPPI
43784,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43785,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'NTPPI', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43786,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'TPPI', 'EQ']","(0, 4)",NTPPI
43787,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'EQ', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43788,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43789,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'EQ']","(0, 4)",NTPPI
43790,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'NTPPI', 'TPPI', 'EQ']","(0, 4)",NTPPI
43791,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'TPPI']","(0, 4)",NTPPI
43792,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'NTPPI', 'NTPPI', 'NTPPI']","(0, 4)",NTPPI
43793,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43794,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43795,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'TPPI', 'NTPPI', 'TPPI']","(0, 4)",NTPPI
43796,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'TPPI', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43797,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43798,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'TPPI', 'NTPPI', 'NTPPI']","(0, 4)",NTPPI
43799,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'EQ']","(0, 4)",NTPPI
43800,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'NTPPI', 'EQ', 'EQ']","(0, 4)",NTPPI
43801,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43802,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'TPPI', 'NTPPI', 'EQ']","(0, 4)",NTPPI
43803,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'NTPPI', 'NTPPI']","(0, 4)",NTPPI
43804,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'NTPPI', 'NTPPI', 'NTPPI']","(0, 4)",NTPPI
43805,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'TPPI', 'NTPPI', 'EQ']","(0, 4)",NTPPI
43806,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'NTPPI', 'TPPI', 'EQ']","(0, 4)",NTPPI
43807,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43808,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43809,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'TPPI']","(0, 4)",NTPPI
43810,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43811,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'NTPPI', 'TPPI']","(0, 4)",NTPPI
43812,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'EQ', 'NTPPI', 'EQ']","(0, 4)",NTPPI
43813,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43814,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'TPPI', 'NTPPI', 'NTPPI']","(0, 4)",NTPPI
43815,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'NTPPI', 'EQ', 'EQ']","(0, 4)",NTPPI
43816,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'TPPI']","(0, 4)",NTPPI
43817,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'TPPI', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43818,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'NTPPI', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43819,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43820,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'NTPPI', 'EQ', 'EQ']","(0, 4)",NTPPI
43821,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43822,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'NTPPI', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43823,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43824,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'EQ']","(0, 4)",NTPPI
43825,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'TPPI', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43826,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'NTPPI', 'NTPPI']","(0, 4)",NTPPI
43827,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'NTPPI', 'EQ', 'TPPI']","(0, 4)",NTPPI
43828,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'NTPPI', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43829,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'EQ', 'NTPPI', 'EQ']","(0, 4)",NTPPI
43830,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'TPPI', 'EQ', 'EQ']","(0, 4)",NTPPI
43831,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'NTPPI', 'TPPI', 'EQ']","(0, 4)",NTPPI
43832,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'TPPI', 'NTPPI', 'TPPI']","(0, 4)",NTPPI
43833,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'TPPI']","(0, 4)",NTPPI
43834,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'TPPI', 'EQ', 'EQ']","(0, 4)",NTPPI
43835,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'NTPPI', 'EQ', 'EQ']","(0, 4)",NTPPI
43836,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'TPPI', 'EQ']","(0, 4)",NTPPI
43837,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'NTPPI', 'EQ', 'TPPI']","(0, 4)",NTPPI
43838,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'NTPPI', 'EQ', 'EQ']","(0, 4)",NTPPI
43839,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43840,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'TPPI', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43841,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'TPPI']","(0, 4)",NTPPI
43842,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'TPPI']","(0, 4)",NTPPI
43843,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'NTPPI', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43844,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'TPPI', 'NTPPI', 'NTPPI']","(0, 4)",NTPPI
43845,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'NTPPI', 'NTPPI', 'EQ']","(0, 4)",NTPPI
43846,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'TPPI', 'NTPPI', 'EQ']","(0, 4)",NTPPI
43847,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'NTPPI', 'EQ', 'EQ']","(0, 4)",NTPPI
43848,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'EQ', 'NTPPI', 'TPPI']","(0, 4)",NTPPI
43849,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'NTPPI', 'TPPI', 'EQ']","(0, 4)",NTPPI
43850,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'EQ']","(0, 4)",NTPPI
43851,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'NTPPI', 'TPPI', 'TPPI']","(0, 4)",NTPPI
43852,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'EQ', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43853,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'TPPI', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43854,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'TPPI', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43855,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'NTPPI', 'EQ', 'EQ']","(0, 4)",NTPPI
43856,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'NTPPI', 'TPPI', 'TPPI']","(0, 4)",NTPPI
43857,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'EQ']","(0, 4)",NTPPI
43858,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'EQ']","(0, 4)",NTPPI
43859,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43860,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'TPPI', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43861,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'TPPI', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43862,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'TPPI', 'TPPI', 'EQ']","(0, 4)",NTPPI
43863,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'TPPI', 'NTPPI', 'EQ']","(0, 4)",NTPPI
43864,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'NTPPI', 'EQ', 'EQ']","(0, 4)",NTPPI
43865,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43866,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'NTPPI', 'TPPI', 'EQ']","(0, 4)",NTPPI
43867,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'NTPPI', 'TPPI', 'EQ']","(0, 4)",NTPPI
43868,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'EQ']","(0, 4)",NTPPI
43869,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'TPPI', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43870,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'TPPI', 'NTPPI', 'EQ']","(0, 4)",NTPPI
43871,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43872,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43873,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'NTPPI', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43874,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'EQ']","(0, 4)",NTPPI
43875,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'TPPI', 'NTPPI', 'TPPI']","(0, 4)",NTPPI
43876,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'NTPPI', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43877,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'NTPPI', 'EQ', 'TPPI']","(0, 4)",NTPPI
43878,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43879,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'NTPPI', 'EQ', 'TPPI']","(0, 4)",NTPPI
43880,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'TPPI', 'NTPPI', 'NTPPI']","(0, 4)",NTPPI
43881,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'NTPPI', 'EQ', 'TPPI']","(0, 4)",NTPPI
43882,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'NTPPI', 'NTPPI', 'NTPPI']","(0, 4)",NTPPI
43883,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'NTPPI', 'NTPPI', 'EQ']","(0, 4)",NTPPI
43884,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'NTPPI', 'NTPPI', 'TPPI']","(0, 4)",NTPPI
43885,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43886,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'TPPI', 'EQ']","(0, 4)",NTPPI
43887,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'TPPI', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43888,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'NTPPI', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43889,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'EQ', 'NTPPI', 'TPPI']","(0, 4)",NTPPI
43890,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'NTPPI', 'NTPPI']","(0, 4)",NTPPI
43891,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'NTPPI', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43892,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'NTPPI', 'EQ', 'EQ']","(0, 4)",NTPPI
43893,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'TPPI', 'EQ', 'EQ']","(0, 4)",NTPPI
43894,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'NTPPI', 'TPPI', 'EQ']","(0, 4)",NTPPI
43895,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'TPPI']","(0, 4)",NTPPI
43896,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'TPPI', 'EQ']","(0, 4)",NTPPI
43897,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'NTPPI', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43898,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'NTPPI', 'NTPPI', 'TPPI']","(0, 4)",NTPPI
43899,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'TPPI', 'EQ']","(0, 4)",NTPPI
43900,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'TPPI', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43901,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'TPPI', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43902,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43903,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'NTPPI', 'NTPPI', 'TPPI']","(0, 4)",NTPPI
43904,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'EQ', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43905,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'TPPI', 'NTPPI', 'TPPI']","(0, 4)",NTPPI
43906,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43907,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'TPPI', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43908,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'NTPPI', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43909,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'TPPI', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43910,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'EQ']","(0, 4)",NTPPI
43911,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43912,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'TPPI', 'EQ', 'EQ']","(0, 4)",NTPPI
43913,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43914,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'TPPI', 'NTPPI', 'TPPI']","(0, 4)",NTPPI
43915,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'TPPI', 'NTPPI', 'EQ']","(0, 4)",NTPPI
43916,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43917,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'EQ']","(0, 4)",NTPPI
43918,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'EQ']","(0, 4)",NTPPI
43919,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43920,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'NTPPI', 'TPPI', 'EQ']","(0, 4)",NTPPI
43921,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'NTPPI', 'EQ', 'EQ']","(0, 4)",NTPPI
43922,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'TPPI', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43923,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'EQ', 'NTPPI', 'NTPPI']","(0, 4)",NTPPI
43924,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'TPPI', 'TPPI', 'EQ']","(0, 4)",NTPPI
43925,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'EQ']","(0, 4)",NTPPI
43926,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'NTPPI', 'EQ', 'EQ']","(0, 4)",NTPPI
43927,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'NTPPI', 'EQ']","(0, 4)",NTPPI
43928,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'TPPI', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43929,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'TPPI', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43930,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'TPPI', 'NTPPI', 'NTPPI']","(0, 4)",NTPPI
43931,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43932,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'EQ']","(0, 4)",NTPPI
43933,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'TPPI', 'EQ']","(0, 4)",NTPPI
43934,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43935,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'EQ']","(0, 4)",NTPPI
43936,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'TPPI', 'EQ']","(0, 4)",NTPPI
43937,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43938,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43939,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['TPPI', 'NTPPI', 'EQ', 'EQ']","(0, 4)",NTPPI
43940,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'NTPPI', 'NTPPI']","(0, 4)",NTPPI
43941,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'NTPPI', 'TPPI', 'TPPI']","(0, 4)",NTPPI
43942,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'TPPI', 'EQ', 'EQ']","(0, 4)",NTPPI
43943,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'TPPI']","(0, 4)",NTPPI
43944,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'NTPPI', 'NTPPI', 'EQ']","(0, 4)",NTPPI
43945,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'TPPI', 'EQ']","(0, 4)",NTPPI
43946,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'EQ']","(0, 4)",NTPPI
43947,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'NTPPI', 'EQ', 'EQ']","(0, 4)",NTPPI
43948,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'TPPI', 'NTPPI', 'TPPI']","(0, 4)",NTPPI
43949,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43950,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'TPPI', 'EQ', 'EQ']","(0, 4)",NTPPI
43951,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'TPPI', 'NTPPI', 'EQ']","(0, 4)",NTPPI
43952,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'TPPI', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43953,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'NTPPI', 'EQ', 'NTPPI']","(0, 4)",NTPPI
43954,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'TPPI', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43955,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'EQ']","(0, 4)",NTPPI
43956,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43957,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'TPPI']","(0, 4)",NTPPI
43958,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['NTPPI', 'EQ', 'EQ', 'TPPI']","(0, 4)",NTPPI
43959,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'NTPPI', 'TPPI', 'NTPPI']","(0, 4)",NTPPI
43960,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['EQ', 'EQ', 'EQ', 'NTPPI']","(0, 4)",NTPPI
